"n","member_id","member_name","current_DOIs","current_DOIs_affiliation","current_journal_articles","current_journal_articles_affiliation"
"1399","6546","Korean Library and Information Science Society","37","0","37","0"
"1400","6551","The Journal of Turk-Islam World Social Studies","320","0","320","0"
"1401","6557","The Medieval and Early Modern English Studies Association of Korea","48","0","48","0"
"1402","6566","The Joongwon Linguistic Society of Korea","174","0","174","0"
"1403","6576","Institute of Legal Studies, Sungkyunkwan University","68","0","68","0"
"1404","6578","Centro Internacional de Agricultura Tropical","45","0","45","0"
"1405","6593","Cagdas Tip Dergisi: Journal of Contemporary Medicine","136","0","136","0"
"1406","6594","Indonesian Journal on Geoscience","36","0","36","0"
"1407","6595","The Society for Kugyol Studies","30","0","30","0"
"1408","6596","Bio 2.0","0","0",NA,NA
"1409","6600","The Society for the Research of Chinese Novels","59","0","59","0"
"1410","6615","The Korean Society of Contemporary European Studies","0","0",NA,NA
"1411","6624","Hacettepe University Journal of Economics and Administrative Sciences","52","0","52","0"
"1412","6628","Korean Society for Local History and Culture","43","0","43","0"
"1413","6630","Wydawnictwo Naukowe Gabriel Borowski (WNGB)","983","0","983","0"
"1414","6632","Korea Culture and Tourism Institute","41","0","41","0"
"1415","6637","Eskisehir Osmangazi University Journal of Economics and Administrative Sciences","61","0","61","0"
"1416","6646","Korean Society of Adapted Physical Activity and Exercise","0","0",NA,NA
"1417","6651","The Shakespeare Association of Korea","61","0","61","0"
"1418","6663","The Research Institute of Nursing Science, Seoul National University (KAMJE)","20","1","20","1"
"1419","6667","Botanical Sciences, Sociedad Botanica de Mexico, AC","627","0","627","0"
"1420","6671","Revista de Ingenieria","0","0",NA,NA
"1421","6676","Dokuz Eylil University Graduate School of Social Sciences","69","0","69","0"
"1422","6677","Korean Society for Social Theory","32","0","32","0"
"1423","6679","Dankook Center for Dispute Resolution","30","0","30","0"
"1424","6680","The Law Research Institute of Hongik University","0","0",NA,NA
"1425","6681","Institute of Foreign Language Education","0","0",NA,NA
"1426","6683","The Japanese Language and Literature Association of Korea","116","0","116","0"
"1427","6691","Associated Management Consultants,  PVT., Ltd.","466","0","466","0"
"1428","6696","Korean Association of Arbitration Studies","36","0","36","0"
"1429","6700","Korean Society for Educational Technology","70","0","70","0"
"1430","6705","Sociedade Brasileria de Teoria e Historia de Historiografia","80","0","80","0"
"1431","6713","National Atomic Energy Agency of Indonesia (BATAN)","293","0","293","0"
"1432","6733","International Association for Buddhist Thought and Culture","40","0","40","0"
"1433","6734","International Journal of Management Economics and Business","216","0","216","0"
"1434","6747","Korean Association of Thyroid and Endocrine Surgeons","52","1","52","1"
"1435","6748","Korean Society for Schizophrenia Research (KAMJE)","18","1","18","1"
"1436","6749","Association of East Asian Social Thoughts","52","0","52","0"
"1437","6757","The Society of Korean Practical Arts Education","0","0",NA,NA
"1438","6767","Korean Association for Social Welfare Studies","75","0","75","0"
"1439","6769","The Korean Academy of Family Social Work","0","0",NA,NA
"1440","6771","Institute for East Asian Cultures","60","0","60","0"
"1441","6774","Institute of Social Sciences, Chungnam National University","131","0","131","0"
"1442","6783","The Korean School Psychology Association","23","0","23","0"
"1443","6784","The Japanese Modern Association of Korea","0","0",NA,NA
"1444","6806","Korean Association for History of Modern Art","36","0","36","0"
"1445","6808","FSM Scholarly Journal of Humanities and Social Sciences","87","0","87","0"
"1446","6813","Centro Interdisciplinario de Investigaciones en Psicologia Matematic","47","0","47","0"
"1447","6816","Society of Korean Classical Woman Literature","43","0","43","0"
"1448","6818","The Korea Society of Yang-Ming Studies","42","0","42","0"
"1449","6822","The Korea Academy of International Business Education","0","0",NA,NA
"1450","6826","The Society of Eastern Philosophy","49","0","49","0"
"1451","6829","Korean Health Psychological Association","96","0","96","0"
"1452","6831","Institute of Public Policy and Administration","0","0",NA,NA
"1453","6835","The Classic and English Renaissance Literature Association of Korea","12","0","12","0"
"1454","6843","Korean Association of Feminist Philosophers","23","0","23","0"
"1455","6845","The Korean Dental Society of Anesthesiology (KAMJE)","94","1","94","1"
"1456","6850","Centro de Estudos de Comunicacao e Sociedade, Universidade Minho","118","0","118","0"
"1457","6851","Institute for Far Eastern Studies, Kyungnam University","13","0","13","0"
"1458","6853","Korean Educational Idea Association","67","0","67","0"
"1459","16678","Prosperitas","0","0",NA,NA
"1460","1843","Specjalisci Dermatolodzy","17","0","17","0"
"1461","1844","RMIT Publishing","0","0",NA,NA
"1462","1863","J. Ross Publishing Inc.","0","0",NA,NA
"1463","1872","Salem Press","0","0",NA,NA
"1464","1882","Korean Association of Medical Journal Editors (KAMJE)","0","0",NA,NA
"1465","1884","Anatomische Gesellschaft","0","0",NA,NA
"1466","1890","Korean Society for Cytopathology (KAMJE)","0","0",NA,NA
"1467","1895","Korean Society for Laboratory Medicine (KAMJE)","366","0.986338794231415","366","0.986338794231415"
"1468","1925","ScienceWise Publishing","0","0",NA,NA
"1469","1926","Armenian Association of Endoscopic Surgery","0","0",NA,NA
"1470","1943","Walsh Medical Media, LLC","83","0.361445784568787","83","0.361445784568787"
"1471","1950","Journal of Vector Ecology","0","0",NA,NA
"1472","1951","African Zoology","0","0",NA,NA
"1473","1955","Tobacco Science","0","0",NA,NA
"1474","1961","diaRnet","0","0",NA,NA
"1475","1962","Japanese Society of Eucommia","0","0",NA,NA
"1476","1976","Journal of Great Lakes Research","0","0",NA,NA
"1477","1978","Fundacao Oswaldo Cruz","0","0",NA,NA
"1478","2001","Nozomi Science","0","0",NA,NA
"1479","2006","The Nature Conservancy","0","0",NA,NA
"1480","2015","Japanese Association for Petroleum Engineers","0","0",NA,NA
"1481","2028","IFB (International Forum for Biophilosophy)","0","0",NA,NA
"1482","2031","Vienna University of Technology, Institute of General Physics","0","0",NA,NA
"1483","2032","Botanical Society of America","0","0",NA,NA
"1484","2034","21st Century COE Program","0","0",NA,NA
"1485","2049","Schlager Group","0","0",NA,NA
"1486","2067","Princeton Theological Seminary Library","6","0","6","0"
"1487","2073","Society for Art and Science","0","0",NA,NA
"1488","2093","Biophilia Rehabilitation","29","0","29","0"
"1489","2094","East Carolina University","0","0",NA,NA
"1490","2104","Oxford Brookes University","0","0",NA,NA
"1491","2105","Japanese Society of Anti-Aging Medicine","0","0",NA,NA
"1492","2107","The Korean Society of Fisheries and Ocean Technology","99","0","91","0"
"1493","2109","Osterreichische Pharmazeutische Gesellschaft (OPhG)","0","0",NA,NA
"1494","2110","Theory in Action","60","0","60","0"
"1495","2120","Editorial Office of Earth Science","467","0","467","0"
"1496","2135","Japan Organization of Clinical Dermatologists","23","1","23","1"
"1497","2137","S. Hirzel Verlag","317","0","317","0"
"1498","2154","Stem Book","0","0",NA,NA
"1499","2156","Massage Therapy Foundation","27","0","27","0"
"1500","2160","Encyclopedia of Life (Natural History Museum)","0","0",NA,NA
"1501","2162","Foot and Ankle Online Journal","0","0",NA,NA
"1502","2166","Laboratoire Central des Ponts et Chaussees (LCPC)","0","0",NA,NA
"1503","2167","Asian Network for Scientific Information","0","0",NA,NA
"1504","2170","PharmaVentures","0","0",NA,NA
"1505","2171","Digital Science Press (Urotoday International Journal)","0","0",NA,NA
"1506","2172","Tokyo Journal of Mathematics","32","0","32","0"
"1507","2186","International Wire and Cable Symposium, Inc","0","0",NA,NA
"1508","2193","Sapiens Publishing, LTD","0","0",NA,NA
"1509","2207","SEE","0","0",NA,NA
"1510","2217","Mycological Society of America","0","0",NA,NA
"1511","2230","Philippines Journals Online (PhilJOL)","0","0",NA,NA
"1512","2240","Medical Education Online","0","0",NA,NA
"1513","2245","Sunmedia","0","0",NA,NA
"1514","2259","International Bee Research Association","0","0",NA,NA
"1515","2261","Journal of Advances in Modeling Earth Systems (JAMES)","0","0",NA,NA
"1516","2262","The Journal of Rheumatology","745","0","745","0"
"1517","2267","Green Theory and Praxis: The Journal of Ecopedagogy","0","0",NA,NA
"1518","2274","Grupo Comunicar","100","0","100","0"
"1519","2293","Psychology and Neuroscience","0","0",NA,NA
"1520","2300","Korean Medical Citation Index Project Board (KAMJE)","0","0",NA,NA
"1521","2310","hpsmedia","0","0",NA,NA
"1522","2325","Royal Institution of Naval Architects","0","0",NA,NA
"1523","2326","EduRad","87","0","87","0"
"1524","2337","Turk Ortopedi ve Travmatologi Dernegi (Acta Orthopaedica et Traumatologica)","0","0",NA,NA
"1525","2338","American Society for Nutrition","0","0",NA,NA
"1526","2370","College Publishing","100","0","100","0"
"1527","2375","Center for East Asian Studies","0","0",NA,NA
"1528","2395","Japanese Society of Clinical Pharmacology and Therapeutics","75","0.973333358764648","75","0.973333358764648"
"1529","2434","SciVee, Inc","0","0",NA,NA
"1530","2438","Japanese Heart Rhythm Society","0","0",NA,NA
"1531","2440","Cardiofront, LLC","132","0","132","0"
"1532","2441","Canada-China Clinical Medicine Study Association (CCCMSA)","0","0",NA,NA
"1533","2461","SASE (Society for Sustainable Environment)","0","0",NA,NA
"1534","2464","Pan Stanford Publishing","0","0",NA,NA
"1535","2479","Norwegian Medical Association","1945","0","1945","0"
"1536","2489","National Nanomanufacturing Network","0","0",NA,NA
"1537","2501","Aequitas Publishing","0","0",NA,NA
"1538","2504","Food and Agriculture Organization of the United Nations (FAO)","0","0",NA,NA
"1539","2507","Japanese Association of Electoral Studies","0","0",NA,NA
"1540","2537","Editions NecPlus","29","0","29","0"
"1541","2538","Mackenzie Presbyterian University","0","0",NA,NA
"1542","2539","Cases Network, Ltd.","0","0",NA,NA
"1543","2582","Primary Care Respiratory Society UK","0","0",NA,NA
"1544","2583","Taiwanese Society of Molecular Medicine","0","0",NA,NA
"1545","2597","Austrian Veterinary Society","0","0",NA,NA
"1546","2629","Agricultural Institute of Canada","0","0",NA,NA
"1547","2635","Japanese Society of Sport Psychology","14","1","14","1"
"1548","2636","FB Communication","0","0",NA,NA
"1549","2638","AEPress, s.r.o.","1112","0","1112","0"
"1550","2647","AICIT","0","0",NA,NA
"1551","2653","AACE Corp (American Association of Clinical Endocrinologists)","717","0.161785215139389","717","0.161785215139389"
"1552","2680","New Labor Forum","0","0",NA,NA
"1553","2681","Universite des Antilles et de la Guyane (UAG)","0","0",NA,NA
"1554","2686","Entomological Society of America (Arthropod Management Tests)","0","0",NA,NA
"1555","2694","Daedalus Enterprises","463","0","463","0"
"1556","2708","Rhinology","225","0","225","0"
"1557","2710","The International Journal of Illich Studies","0","0",NA,NA
"1558","2719","The London Student Journal of Medicine","0","0",NA,NA
"1559","2721","Royal Society of South Australia","0","0",NA,NA
"1560","2723","Paleoanthropology Society","0","0",NA,NA
"1561","2726","Smith School of Enterprise and the Environment","0","0",NA,NA
"1562","2735","REMH (Rede Euroamericana de Motricidade Humana)","0","0",NA,NA
